기준년월,지역명,읍면동명,순서,대상구분_상,대상구분_하,합계,본인,유족
2024-09,세종특별자치시,나성동,9,전몰·전상·순직·공상군경,순직군경,2,0,2
2024-09,세종특별자치시,나성동,10,전몰·전상·순직·공상군경,공상군경,31,30,1
2024-09,세종특별자치시,나성동,11,고엽제후유증,고엽제후유증,7,5,2
2024-09,세종특별자치시,나성동,12,무공수훈자,무공수훈자,5,1,4
2024-09,세종특별자치시,나성동,13,보국수훈자,보국수훈자,25,24,1
2024-09,세종특별자치시,나성동,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,나성동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,나성동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,나성동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,나성동,18,순직·공상공무원,순직공무원,0,0,0
2024-09,세종특별자치시,나성동,19,순직·공상공무원,공상공무원,2,0,2
2024-09,세종특별자치시,나성동,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,나성동,21,6·18자유상이자,6·18자유상이자,0,0,0
2024-09,세종특별자치시,나성동,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,나성동,23,지원대상자,지원공상군경,1,1,0
2024-09,세종특별자치시,나성동,24,지원대상자,지원순직공무원,0,0,0
2024-09,세종특별자치시,나성동,25,지원대상자,지원공상공무원,0,0,0
2024-09,세종특별자치시,나성동,26,보훈보상대상자,재해사망군경,0,0,0
2024-09,세종특별자치시,나성동,27,보훈보상대상자,재해부상군경,1,1,0
2024-09,세종특별자치시,나성동,28,보훈보상대상자,재해사망공무원,0,0,0
2024-09,세종특별자치시,나성동,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,나성동,30,참전유공자,6·25전쟁,0,0,0
2024-09,세종특별자치시,나성동,31,참전유공자,월남전쟁,9,9,0
2024-09,세종특별자치시,나성동,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,나성동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,6,6,0
2024-09,세종특별자치시,나성동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,나성동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,나성동,36,5.18민주유공자,5·18부상자,0,0,0
2024-09,세종특별자치시,나성동,37,5.18민주유공자,5·18희생자,0,0,0
2024-09,세종특별자치시,나성동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,나성동,39,특수임무유공자,특수임무부상자,0,0,0
2024-09,세종특별자치시,나성동,40,특수임무유공자,특수임무공로자,0,0,0
2024-09,세종특별자치시,나성동,41,중·장기복무제대군인,중·장기복무제대군인,73,73,0
2024-09,세종특별자치시,다정동,1,순국선열,건국훈장,0,0,0
2024-09,세종특별자치시,다정동,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,다정동,3,순국선열,대통령표창,0,0,0
2024-09,세종특별자치시,다정동,4,애국지사,건국훈장,2,0,2
2024-09,세종특별자치시,다정동,5,애국지사,건국포장,0,0,0
2024-09,세종특별자치시,다정동,6,애국지사,대통령표창,0,0,0
2024-09,세종특별자치시,다정동,7,전몰·전상·순직·공상군경,전몰군경,7,0,7
2024-09,세종특별자치시,다정동,8,전몰·전상·순직·공상군경,전상군경,36,11,25
2024-09,세종특별자치시,다정동,9,전몰·전상·순직·공상군경,순직군경,6,0,6
2024-09,세종특별자치시,다정동,10,전몰·전상·순직·공상군경,공상군경,37,29,8
2024-09,세종특별자치시,다정동,11,고엽제후유증,고엽제후유증,16,10,6
2024-09,세종특별자치시,다정동,12,무공수훈자,무공수훈자,20,3,17
2024-09,세종특별자치시,다정동,13,보국수훈자,보국수훈자,50,47,3
2024-09,세종특별자치시,다정동,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,다정동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,다정동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,다정동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,다정동,18,순직·공상공무원,순직공무원,9,0,9
2024-09,세종특별자치시,다정동,19,순직·공상공무원,공상공무원,6,4,2
2024-09,세종특별자치시,다정동,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,다정동,21,6·18자유상이자,6·18자유상이자,1,0,1
2024-09,세종특별자치시,다정동,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,다정동,23,지원대상자,지원공상군경,4,4,0
2024-09,세종특별자치시,다정동,24,지원대상자,지원순직공무원,0,0,0
2024-09,세종특별자치시,다정동,25,지원대상자,지원공상공무원,1,1,0
2024-09,세종특별자치시,다정동,26,보훈보상대상자,재해사망군경,0,0,0
2024-09,세종특별자치시,다정동,27,보훈보상대상자,재해부상군경,4,4,0
2024-09,세종특별자치시,다정동,28,보훈보상대상자,재해사망공무원,0,0,0
2024-09,세종특별자치시,다정동,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,다정동,30,참전유공자,6·25전쟁,4,4,0
2024-09,세종특별자치시,다정동,31,참전유공자,월남전쟁,25,25,0
2024-09,세종특별자치시,다정동,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,다정동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,11,11,0
2024-09,세종특별자치시,다정동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,다정동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,다정동,36,5.18민주유공자,5·18부상자,1,1,0
2024-09,세종특별자치시,다정동,37,5.18민주유공자,5·18희생자,0,0,0
2024-09,세종특별자치시,다정동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,다정동,39,특수임무유공자,특수임무부상자,0,0,0
2024-09,세종특별자치시,다정동,40,특수임무유공자,특수임무공로자,1,1,0
2024-09,세종특별자치시,다정동,41,중·장기복무제대군인,중·장기복무제대군인,145,145,0
2024-09,세종특별자치시,대평동,1,순국선열,건국훈장,0,0,0
2024-09,세종특별자치시,대평동,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,대평동,3,순국선열,대통령표창,1,0,1
2024-09,세종특별자치시,대평동,4,애국지사,건국훈장,0,0,0
2024-09,세종특별자치시,대평동,5,애국지사,건국포장,0,0,0
2024-09,세종특별자치시,대평동,6,애국지사,대통령표창,0,0,0
2024-09,세종특별자치시,대평동,7,전몰·전상·순직·공상군경,전몰군경,5,0,5
2024-09,세종특별자치시,대평동,8,전몰·전상·순직·공상군경,전상군경,19,9,10
2024-09,세종특별자치시,대평동,9,전몰·전상·순직·공상군경,순직군경,2,0,2
2024-09,세종특별자치시,대평동,10,전몰·전상·순직·공상군경,공상군경,16,11,5
2024-09,세종특별자치시,대평동,11,고엽제후유증,고엽제후유증,7,5,2
2024-09,세종특별자치시,대평동,12,무공수훈자,무공수훈자,12,1,11
2024-09,세종특별자치시,대평동,13,보국수훈자,보국수훈자,22,22,0
2024-09,세종특별자치시,대평동,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,대평동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,대평동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,대평동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,대평동,18,순직·공상공무원,순직공무원,7,0,7
2024-09,세종특별자치시,대평동,19,순직·공상공무원,공상공무원,0,0,0
2024-09,세종특별자치시,대평동,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,대평동,21,6·18자유상이자,6·18자유상이자,0,0,0
2024-09,세종특별자치시,대평동,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,대평동,23,지원대상자,지원공상군경,0,0,0
2024-09,세종특별자치시,대평동,24,지원대상자,지원순직공무원,0,0,0
2024-09,세종특별자치시,대평동,25,지원대상자,지원공상공무원,0,0,0
2024-09,세종특별자치시,대평동,26,보훈보상대상자,재해사망군경,0,0,0
2024-09,세종특별자치시,대평동,27,보훈보상대상자,재해부상군경,1,1,0
2024-09,세종특별자치시,대평동,28,보훈보상대상자,재해사망공무원,1,0,1
2024-09,세종특별자치시,대평동,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,대평동,30,참전유공자,6·25전쟁,1,1,0
2024-09,세종특별자치시,대평동,31,참전유공자,월남전쟁,19,19,0
2024-09,세종특별자치시,대평동,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,대평동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,6,6,0
2024-09,세종특별자치시,대평동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,대평동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,대평동,36,5.18민주유공자,5·18부상자,1,0,1
2024-09,세종특별자치시,대평동,37,5.18민주유공자,5·18희생자,0,0,0
2024-09,세종특별자치시,대평동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,대평동,39,특수임무유공자,특수임무부상자,1,0,1
2024-09,세종특별자치시,대평동,40,특수임무유공자,특수임무공로자,1,1,0
2024-09,세종특별자치시,대평동,41,중·장기복무제대군인,중·장기복무제대군인,64,64,0
2024-09,세종특별자치시,도담동,1,순국선열,건국훈장,0,0,0
2024-09,세종특별자치시,도담동,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,도담동,3,순국선열,대통령표창,0,0,0
2024-09,세종특별자치시,도담동,4,애국지사,건국훈장,1,0,1
2024-09,세종특별자치시,도담동,5,애국지사,건국포장,1,0,1
2024-09,세종특별자치시,도담동,6,애국지사,대통령표창,3,0,3
2024-09,세종특별자치시,도담동,7,전몰·전상·순직·공상군경,전몰군경,6,0,6
2024-09,세종특별자치시,도담동,8,전몰·전상·순직·공상군경,전상군경,53,17,36
2024-09,세종특별자치시,도담동,9,전몰·전상·순직·공상군경,순직군경,5,0,5
2024-09,세종특별자치시,도담동,10,전몰·전상·순직·공상군경,공상군경,43,37,6
2024-09,세종특별자치시,도담동,11,고엽제후유증,고엽제후유증,23,15,8
2024-09,세종특별자치시,도담동,12,무공수훈자,무공수훈자,31,2,29
2024-09,세종특별자치시,도담동,13,보국수훈자,보국수훈자,51,49,2
2024-09,세종특별자치시,도담동,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,도담동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,도담동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,도담동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,도담동,18,순직·공상공무원,순직공무원,8,0,8
2024-09,세종특별자치시,도담동,19,순직·공상공무원,공상공무원,5,3,2
2024-09,세종특별자치시,도담동,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,도담동,21,6·18자유상이자,6·18자유상이자,0,0,0
2024-09,세종특별자치시,도담동,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,도담동,23,지원대상자,지원공상군경,1,1,0
2024-09,세종특별자치시,도담동,24,지원대상자,지원순직공무원,1,0,1
2024-09,세종특별자치시,도담동,25,지원대상자,지원공상공무원,0,0,0
2024-09,세종특별자치시,도담동,26,보훈보상대상자,재해사망군경,0,0,0
2024-09,세종특별자치시,도담동,27,보훈보상대상자,재해부상군경,3,3,0
2024-09,세종특별자치시,도담동,28,보훈보상대상자,재해사망공무원,1,0,1
2024-09,세종특별자치시,도담동,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,도담동,30,참전유공자,6·25전쟁,2,2,0
2024-09,세종특별자치시,도담동,31,참전유공자,월남전쟁,45,45,0
2024-09,세종특별자치시,도담동,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,도담동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,16,16,0
2024-09,세종특별자치시,도담동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,도담동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,도담동,36,5.18민주유공자,5·18부상자,0,0,0
2024-09,세종특별자치시,도담동,37,5.18민주유공자,5·18희생자,2,2,0
2024-09,세종특별자치시,도담동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,도담동,39,특수임무유공자,특수임무부상자,0,0,0
2024-09,세종특별자치시,도담동,40,특수임무유공자,특수임무공로자,1,1,0
2024-09,세종특별자치시,도담동,41,중·장기복무제대군인,중·장기복무제대군인,126,126,0
2024-09,세종특별자치시,반곡동,1,순국선열,건국훈장,1,0,1
2024-09,세종특별자치시,반곡동,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,반곡동,3,순국선열,대통령표창,0,0,0
2024-09,세종특별자치시,반곡동,4,애국지사,건국훈장,1,0,1
2024-09,세종특별자치시,반곡동,5,애국지사,건국포장,0,0,0
2024-09,세종특별자치시,반곡동,6,애국지사,대통령표창,0,0,0
2024-09,세종특별자치시,반곡동,7,전몰·전상·순직·공상군경,전몰군경,2,0,2
2024-09,세종특별자치시,반곡동,8,전몰·전상·순직·공상군경,전상군경,14,3,11
2024-09,세종특별자치시,반곡동,9,전몰·전상·순직·공상군경,순직군경,3,0,3
2024-09,세종특별자치시,반곡동,10,전몰·전상·순직·공상군경,공상군경,33,31,2
2024-09,세종특별자치시,반곡동,11,고엽제후유증,고엽제후유증,6,2,4
2024-09,세종특별자치시,반곡동,12,무공수훈자,무공수훈자,13,0,13
2024-09,세종특별자치시,반곡동,13,보국수훈자,보국수훈자,25,23,2
2024-09,세종특별자치시,반곡동,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,반곡동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,반곡동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,반곡동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,반곡동,18,순직·공상공무원,순직공무원,3,0,3
2024-09,세종특별자치시,반곡동,19,순직·공상공무원,공상공무원,3,2,1
2024-09,세종특별자치시,반곡동,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,반곡동,21,6·18자유상이자,6·18자유상이자,0,0,0
2024-09,세종특별자치시,반곡동,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,반곡동,23,지원대상자,지원공상군경,2,2,0
2024-09,세종특별자치시,반곡동,24,지원대상자,지원순직공무원,0,0,0
2024-09,세종특별자치시,반곡동,25,지원대상자,지원공상공무원,0,0,0
2024-09,세종특별자치시,반곡동,26,보훈보상대상자,재해사망군경,0,0,0
2024-09,세종특별자치시,반곡동,27,보훈보상대상자,재해부상군경,3,3,0
2024-09,세종특별자치시,반곡동,28,보훈보상대상자,재해사망공무원,0,0,0
2024-09,세종특별자치시,반곡동,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,반곡동,30,참전유공자,6·25전쟁,2,2,0
2024-09,세종특별자치시,반곡동,31,참전유공자,월남전쟁,10,10,0
2024-09,세종특별자치시,반곡동,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,반곡동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,3,3,0
2024-09,세종특별자치시,반곡동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,반곡동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,반곡동,36,5.18민주유공자,5·18부상자,0,0,0
2024-09,세종특별자치시,반곡동,37,5.18민주유공자,5·18희생자,0,0,0
2024-09,세종특별자치시,반곡동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,반곡동,39,특수임무유공자,특수임무부상자,1,1,0
2024-09,세종특별자치시,반곡동,40,특수임무유공자,특수임무공로자,0,0,0
2024-09,세종특별자치시,반곡동,41,중·장기복무제대군인,중·장기복무제대군인,79,79,0
2024-09,세종특별자치시,보람동,1,순국선열,건국훈장,0,0,0
2024-09,세종특별자치시,보람동,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,보람동,3,순국선열,대통령표창,0,0,0
2024-09,세종특별자치시,보람동,4,애국지사,건국훈장,0,0,0
2024-09,세종특별자치시,보람동,5,애국지사,건국포장,0,0,0
2024-09,세종특별자치시,보람동,6,애국지사,대통령표창,0,0,0
2024-09,세종특별자치시,보람동,7,전몰·전상·순직·공상군경,전몰군경,5,0,5
2024-09,세종특별자치시,보람동,8,전몰·전상·순직·공상군경,전상군경,24,10,14
2024-09,세종특별자치시,보람동,9,전몰·전상·순직·공상군경,순직군경,3,0,3
2024-09,세종특별자치시,보람동,10,전몰·전상·순직·공상군경,공상군경,22,19,3
2024-09,세종특별자치시,보람동,11,고엽제후유증,고엽제후유증,18,11,7
2024-09,세종특별자치시,보람동,12,무공수훈자,무공수훈자,14,2,12
2024-09,세종특별자치시,보람동,13,보국수훈자,보국수훈자,40,37,3
2024-09,세종특별자치시,보람동,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,보람동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,보람동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,보람동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,보람동,18,순직·공상공무원,순직공무원,4,0,4
2024-09,세종특별자치시,보람동,19,순직·공상공무원,공상공무원,2,2,0
2024-09,세종특별자치시,보람동,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,보람동,21,6·18자유상이자,6·18자유상이자,0,0,0
2024-09,세종특별자치시,보람동,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,보람동,23,지원대상자,지원공상군경,2,2,0
2024-09,세종특별자치시,보람동,24,지원대상자,지원순직공무원,0,0,0
2024-09,세종특별자치시,보람동,25,지원대상자,지원공상공무원,0,0,0
2024-09,세종특별자치시,보람동,26,보훈보상대상자,재해사망군경,1,0,1
2024-09,세종특별자치시,보람동,27,보훈보상대상자,재해부상군경,4,4,0
2024-09,세종특별자치시,보람동,28,보훈보상대상자,재해사망공무원,0,0,0
2024-09,세종특별자치시,보람동,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,보람동,30,참전유공자,6·25전쟁,2,2,0
2024-09,세종특별자치시,보람동,31,참전유공자,월남전쟁,22,22,0
2024-09,세종특별자치시,보람동,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,보람동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,8,8,0
2024-09,세종특별자치시,보람동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,보람동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,보람동,36,5.18민주유공자,5·18부상자,0,0,0
2024-09,세종특별자치시,보람동,37,5.18민주유공자,5·18희생자,1,1,0
2024-09,세종특별자치시,보람동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,보람동,39,특수임무유공자,특수임무부상자,0,0,0
2024-09,세종특별자치시,보람동,40,특수임무유공자,특수임무공로자,0,0,0
2024-09,세종특별자치시,보람동,41,중·장기복무제대군인,중·장기복무제대군인,107,107,0
2024-09,세종특별자치시,부강면,1,순국선열,건국훈장,0,0,0
2024-09,세종특별자치시,부강면,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,부강면,3,순국선열,대통령표창,0,0,0
2024-09,세종특별자치시,부강면,4,애국지사,건국훈장,1,0,1
2024-09,세종특별자치시,부강면,5,애국지사,건국포장,0,0,0
2024-09,세종특별자치시,부강면,6,애국지사,대통령표창,1,0,1
2024-09,세종특별자치시,부강면,7,전몰·전상·순직·공상군경,전몰군경,3,0,3
2024-09,세종특별자치시,부강면,8,전몰·전상·순직·공상군경,전상군경,22,9,13
2024-09,세종특별자치시,부강면,9,전몰·전상·순직·공상군경,순직군경,3,0,3
2024-09,세종특별자치시,부강면,10,전몰·전상·순직·공상군경,공상군경,7,6,1
2024-09,세종특별자치시,부강면,11,고엽제후유증,고엽제후유증,12,7,5
2024-09,세종특별자치시,부강면,12,무공수훈자,무공수훈자,10,0,10
2024-09,세종특별자치시,부강면,13,보국수훈자,보국수훈자,5,5,0
2024-09,세종특별자치시,부강면,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,부강면,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,부강면,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,부강면,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,부강면,18,순직·공상공무원,순직공무원,0,0,0
2024-09,세종특별자치시,부강면,19,순직·공상공무원,공상공무원,2,1,1
2024-09,세종특별자치시,부강면,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,부강면,21,6·18자유상이자,6·18자유상이자,0,0,0
2024-09,세종특별자치시,부강면,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,부강면,23,지원대상자,지원공상군경,0,0,0
2024-09,세종특별자치시,부강면,24,지원대상자,지원순직공무원,0,0,0
2024-09,세종특별자치시,부강면,25,지원대상자,지원공상공무원,0,0,0
2024-09,세종특별자치시,부강면,26,보훈보상대상자,재해사망군경,1,0,1
2024-09,세종특별자치시,부강면,27,보훈보상대상자,재해부상군경,2,2,0
2024-09,세종특별자치시,부강면,28,보훈보상대상자,재해사망공무원,0,0,0
2024-09,세종특별자치시,부강면,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,부강면,30,참전유공자,6·25전쟁,8,8,0
2024-09,세종특별자치시,부강면,31,참전유공자,월남전쟁,25,25,0
2024-09,세종특별자치시,부강면,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,부강면,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,7,7,0
2024-09,세종특별자치시,부강면,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,부강면,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,부강면,36,5.18민주유공자,5·18부상자,0,0,0
2024-09,세종특별자치시,부강면,37,5.18민주유공자,5·18희생자,0,0,0
2024-09,세종특별자치시,부강면,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,부강면,39,특수임무유공자,특수임무부상자,0,0,0
2024-09,세종특별자치시,부강면,40,특수임무유공자,특수임무공로자,0,0,0
2024-09,세종특별자치시,부강면,41,중·장기복무제대군인,중·장기복무제대군인,18,18,0
2024-09,세종특별자치시,산울동,1,순국선열,건국훈장,0,0,0
2024-09,세종특별자치시,산울동,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,산울동,3,순국선열,대통령표창,0,0,0
2024-09,세종특별자치시,산울동,4,애국지사,건국훈장,0,0,0
2024-09,세종특별자치시,산울동,5,애국지사,건국포장,0,0,0
2024-09,세종특별자치시,산울동,6,애국지사,대통령표창,1,0,1
2024-09,세종특별자치시,산울동,7,전몰·전상·순직·공상군경,전몰군경,3,0,3
2024-09,세종특별자치시,산울동,8,전몰·전상·순직·공상군경,전상군경,16,6,10
2024-09,세종특별자치시,산울동,9,전몰·전상·순직·공상군경,순직군경,3,0,3
2024-09,세종특별자치시,산울동,10,전몰·전상·순직·공상군경,공상군경,12,10,2
2024-09,세종특별자치시,산울동,11,고엽제후유증,고엽제후유증,8,4,4
2024-09,세종특별자치시,산울동,12,무공수훈자,무공수훈자,4,0,4
2024-09,세종특별자치시,산울동,13,보국수훈자,보국수훈자,10,10,0
2024-09,세종특별자치시,산울동,14,재일학도의용군인,재일학도의용군인,0,0,0
2024-09,세종특별자치시,산울동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2024-09,세종특별자치시,산울동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2024-09,세종특별자치시,산울동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2024-09,세종특별자치시,산울동,18,순직·공상공무원,순직공무원,2,0,2
2024-09,세종특별자치시,산울동,19,순직·공상공무원,공상공무원,1,1,0
2024-09,세종특별자치시,산울동,20,특별공로(순직)자,특별공로순직자,0,0,0
2024-09,세종특별자치시,산울동,21,6·18자유상이자,6·18자유상이자,0,0,0
2024-09,세종특별자치시,산울동,22,지원대상자,지원순직군경,0,0,0
2024-09,세종특별자치시,산울동,23,지원대상자,지원공상군경,0,0,0
2024-09,세종특별자치시,산울동,24,지원대상자,지원순직공무원,0,0,0
2024-09,세종특별자치시,산울동,25,지원대상자,지원공상공무원,0,0,0
2024-09,세종특별자치시,산울동,26,보훈보상대상자,재해사망군경,0,0,0
2024-09,세종특별자치시,산울동,27,보훈보상대상자,재해부상군경,2,2,0
2024-09,세종특별자치시,산울동,28,보훈보상대상자,재해사망공무원,0,0,0
2024-09,세종특별자치시,산울동,29,보훈보상대상자,재해부상공무원,0,0,0
2024-09,세종특별자치시,산울동,30,참전유공자,6·25전쟁,0,0,0
2024-09,세종특별자치시,산울동,31,참전유공자,월남전쟁,14,14,0
2024-09,세종특별자치시,산울동,32,참전유공자,6.25및월남전쟁,0,0,0
2024-09,세종특별자치시,산울동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,3,3,0
2024-09,세종특별자치시,산울동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2024-09,세종특별자치시,산울동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,산울동,36,5.18민주유공자,5·18부상자,1,1,0
2024-09,세종특별자치시,산울동,37,5.18민주유공자,5·18희생자,0,0,0
2024-09,세종특별자치시,산울동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2024-09,세종특별자치시,산울동,39,특수임무유공자,특수임무부상자,0,0,0
2024-09,세종특별자치시,산울동,40,특수임무유공자,특수임무공로자,0,0,0
2024-09,세종특별자치시,산울동,41,중·장기복무제대군인,중·장기복무제대군인,56,56,0
2024-09,세종특별자치시,새롬동,1,순국선열,건국훈장,1,0,1
2024-09,세종특별자치시,새롬동,2,순국선열,건국포장,0,0,0
2024-09,세종특별자치시,새롬동,3,순국선열,대통령표창,0,0,0
2024-09,세종특별자치시,새롬동,4,애국지사,건국훈장,0,0,0
2024-09,세종특별자치시,새롬동,5,애국지사,건국포장,0,0,0
2024-09,세종특별자치시,새롬동,6,애국지사,대통령표창,0,0,0
2024-09,세종특별자치시,새롬동,7,전몰·전상·순직·공상군경,전몰군경,6,0,6
2024-09,세종특별자치시,새롬동,8,전몰·전상·순직·공상군경,전상군경,39,8,31
2024-09,세종특별자치시,새롬동,9,전몰·전상·순직·공상군경,순직군경,9,0,9
2024-09,세종특별자치시,새롬동,10,전몰·전상·순직·공상군경,공상군경,46,40,6
2024-09,세종특별자치시,새롬동,11,고엽제후유증,고엽제후유증,18,7,11
2024-09,세종특별자치시,새롬동,12,무공수훈자,무공수훈자,14,1,13
2024-09,세종특별자치시,새롬동,13,보국수훈자,보국수훈자,52,48,4
