기준년월,지역명,읍면동명,순서,대상구분_상,대상구분_하,합계,본인,유족
2023-06,세종특별자치시,다정동,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,다정동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,다정동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,다정동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,다정동,18,순직·공상공무원,순직공무원,8,0,8
2023-06,세종특별자치시,다정동,19,순직·공상공무원,공상공무원,6,4,2
2023-06,세종특별자치시,다정동,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,다정동,21,6·18자유상이자,6·18자유상이자,1,0,1
2023-06,세종특별자치시,다정동,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,다정동,23,지원대상자,지원공상군경,3,3,0
2023-06,세종특별자치시,다정동,24,지원대상자,지원순직공무원,0,0,0
2023-06,세종특별자치시,다정동,25,지원대상자,지원공상공무원,1,1,0
2023-06,세종특별자치시,다정동,26,보훈보상대상자,재해사망군경,2,0,2
2023-06,세종특별자치시,다정동,27,보훈보상대상자,재해부상군경,4,4,0
2023-06,세종특별자치시,다정동,28,보훈보상대상자,재해사망공무원,0,0,0
2023-06,세종특별자치시,다정동,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,다정동,30,참전유공자,6·25전쟁,4,4,0
2023-06,세종특별자치시,다정동,31,참전유공자,월남전쟁,29,29,0
2023-06,세종특별자치시,다정동,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,다정동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,12,12,0
2023-06,세종특별자치시,다정동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,다정동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,다정동,36,5.18민주유공자,5·18부상자,1,1,0
2023-06,세종특별자치시,다정동,37,5.18민주유공자,5·18희생자,0,0,0
2023-06,세종특별자치시,다정동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,다정동,39,특수임무유공자,특수임무부상자,0,0,0
2023-06,세종특별자치시,다정동,40,특수임무유공자,특수임무공로자,1,1,0
2023-06,세종특별자치시,다정동,41,중·장기복무제대군인,중·장기복무제대군인,136,136,0
2023-06,세종특별자치시,대평동,1,순국선열,건국훈장,0,0,0
2023-06,세종특별자치시,대평동,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,대평동,3,순국선열,대통령표창,1,0,1
2023-06,세종특별자치시,대평동,4,애국지사,건국훈장,0,0,0
2023-06,세종특별자치시,대평동,5,애국지사,건국포장,0,0,0
2023-06,세종특별자치시,대평동,6,애국지사,대통령표창,0,0,0
2023-06,세종특별자치시,대평동,7,전몰·전상·순직·공상군경,전몰군경,6,0,6
2023-06,세종특별자치시,대평동,8,전몰·전상·순직·공상군경,전상군경,19,8,11
2023-06,세종특별자치시,대평동,9,전몰·전상·순직·공상군경,순직군경,2,0,2
2023-06,세종특별자치시,대평동,10,전몰·전상·순직·공상군경,공상군경,14,9,5
2023-06,세종특별자치시,대평동,11,고엽제후유증,고엽제후유증,7,5,2
2023-06,세종특별자치시,대평동,12,무공수훈자,무공수훈자,13,1,12
2023-06,세종특별자치시,대평동,13,보국수훈자,보국수훈자,19,19,0
2023-06,세종특별자치시,대평동,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,대평동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,대평동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,대평동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,대평동,18,순직·공상공무원,순직공무원,7,0,7
2023-06,세종특별자치시,대평동,19,순직·공상공무원,공상공무원,0,0,0
2023-06,세종특별자치시,대평동,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,대평동,21,6·18자유상이자,6·18자유상이자,0,0,0
2023-06,세종특별자치시,대평동,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,대평동,23,지원대상자,지원공상군경,0,0,0
2023-06,세종특별자치시,대평동,24,지원대상자,지원순직공무원,0,0,0
2023-06,세종특별자치시,대평동,25,지원대상자,지원공상공무원,0,0,0
2023-06,세종특별자치시,대평동,26,보훈보상대상자,재해사망군경,0,0,0
2023-06,세종특별자치시,대평동,27,보훈보상대상자,재해부상군경,2,2,0
2023-06,세종특별자치시,대평동,28,보훈보상대상자,재해사망공무원,1,0,1
2023-06,세종특별자치시,대평동,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,대평동,30,참전유공자,6·25전쟁,2,2,0
2023-06,세종특별자치시,대평동,31,참전유공자,월남전쟁,19,19,0
2023-06,세종특별자치시,대평동,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,대평동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,5,5,0
2023-06,세종특별자치시,대평동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,대평동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,대평동,36,5.18민주유공자,5·18부상자,1,1,0
2023-06,세종특별자치시,대평동,37,5.18민주유공자,5·18희생자,0,0,0
2023-06,세종특별자치시,대평동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,대평동,39,특수임무유공자,특수임무부상자,1,0,1
2023-06,세종특별자치시,대평동,40,특수임무유공자,특수임무공로자,0,0,0
2023-06,세종특별자치시,대평동,41,중·장기복무제대군인,중·장기복무제대군인,57,57,0
2023-06,세종특별자치시,도담동,1,순국선열,건국훈장,0,0,0
2023-06,세종특별자치시,도담동,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,도담동,3,순국선열,대통령표창,0,0,0
2023-06,세종특별자치시,도담동,4,애국지사,건국훈장,1,0,1
2023-06,세종특별자치시,도담동,5,애국지사,건국포장,1,0,1
2023-06,세종특별자치시,도담동,6,애국지사,대통령표창,3,0,3
2023-06,세종특별자치시,도담동,7,전몰·전상·순직·공상군경,전몰군경,8,0,8
2023-06,세종특별자치시,도담동,8,전몰·전상·순직·공상군경,전상군경,53,22,31
2023-06,세종특별자치시,도담동,9,전몰·전상·순직·공상군경,순직군경,6,0,6
2023-06,세종특별자치시,도담동,10,전몰·전상·순직·공상군경,공상군경,44,37,7
2023-06,세종특별자치시,도담동,11,고엽제후유증,고엽제후유증,28,19,9
2023-06,세종특별자치시,도담동,12,무공수훈자,무공수훈자,33,3,30
2023-06,세종특별자치시,도담동,13,보국수훈자,보국수훈자,53,50,3
2023-06,세종특별자치시,도담동,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,도담동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,도담동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,도담동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,도담동,18,순직·공상공무원,순직공무원,6,0,6
2023-06,세종특별자치시,도담동,19,순직·공상공무원,공상공무원,6,3,3
2023-06,세종특별자치시,도담동,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,도담동,21,6·18자유상이자,6·18자유상이자,0,0,0
2023-06,세종특별자치시,도담동,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,도담동,23,지원대상자,지원공상군경,1,1,0
2023-06,세종특별자치시,도담동,24,지원대상자,지원순직공무원,1,0,1
2023-06,세종특별자치시,도담동,25,지원대상자,지원공상공무원,0,0,0
2023-06,세종특별자치시,도담동,26,보훈보상대상자,재해사망군경,0,0,0
2023-06,세종특별자치시,도담동,27,보훈보상대상자,재해부상군경,3,3,0
2023-06,세종특별자치시,도담동,28,보훈보상대상자,재해사망공무원,1,0,1
2023-06,세종특별자치시,도담동,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,도담동,30,참전유공자,6·25전쟁,4,4,0
2023-06,세종특별자치시,도담동,31,참전유공자,월남전쟁,49,49,0
2023-06,세종특별자치시,도담동,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,도담동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,18,18,0
2023-06,세종특별자치시,도담동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,도담동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,도담동,36,5.18민주유공자,5·18부상자,0,0,0
2023-06,세종특별자치시,도담동,37,5.18민주유공자,5·18희생자,2,2,0
2023-06,세종특별자치시,도담동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,도담동,39,특수임무유공자,특수임무부상자,0,0,0
2023-06,세종특별자치시,도담동,40,특수임무유공자,특수임무공로자,1,1,0
2023-06,세종특별자치시,도담동,41,중·장기복무제대군인,중·장기복무제대군인,123,123,0
2023-06,세종특별자치시,반곡동,1,순국선열,건국훈장,0,0,0
2023-06,세종특별자치시,반곡동,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,반곡동,3,순국선열,대통령표창,0,0,0
2023-06,세종특별자치시,반곡동,4,애국지사,건국훈장,1,0,1
2023-06,세종특별자치시,반곡동,5,애국지사,건국포장,0,0,0
2023-06,세종특별자치시,반곡동,6,애국지사,대통령표창,0,0,0
2023-06,세종특별자치시,반곡동,7,전몰·전상·순직·공상군경,전몰군경,2,0,2
2023-06,세종특별자치시,반곡동,8,전몰·전상·순직·공상군경,전상군경,13,4,9
2023-06,세종특별자치시,반곡동,9,전몰·전상·순직·공상군경,순직군경,2,0,2
2023-06,세종특별자치시,반곡동,10,전몰·전상·순직·공상군경,공상군경,34,30,4
2023-06,세종특별자치시,반곡동,11,고엽제후유증,고엽제후유증,7,2,5
2023-06,세종특별자치시,반곡동,12,무공수훈자,무공수훈자,11,0,11
2023-06,세종특별자치시,반곡동,13,보국수훈자,보국수훈자,23,21,2
2023-06,세종특별자치시,반곡동,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,반곡동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,반곡동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,반곡동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,반곡동,18,순직·공상공무원,순직공무원,4,0,4
2023-06,세종특별자치시,반곡동,19,순직·공상공무원,공상공무원,3,2,1
2023-06,세종특별자치시,반곡동,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,반곡동,21,6·18자유상이자,6·18자유상이자,0,0,0
2023-06,세종특별자치시,반곡동,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,반곡동,23,지원대상자,지원공상군경,2,2,0
2023-06,세종특별자치시,반곡동,24,지원대상자,지원순직공무원,0,0,0
2023-06,세종특별자치시,반곡동,25,지원대상자,지원공상공무원,0,0,0
2023-06,세종특별자치시,반곡동,26,보훈보상대상자,재해사망군경,0,0,0
2023-06,세종특별자치시,반곡동,27,보훈보상대상자,재해부상군경,3,3,0
2023-06,세종특별자치시,반곡동,28,보훈보상대상자,재해사망공무원,0,0,0
2023-06,세종특별자치시,반곡동,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,반곡동,30,참전유공자,6·25전쟁,4,4,0
2023-06,세종특별자치시,반곡동,31,참전유공자,월남전쟁,10,10,0
2023-06,세종특별자치시,반곡동,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,반곡동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,3,3,0
2023-06,세종특별자치시,반곡동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,반곡동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,반곡동,36,5.18민주유공자,5·18부상자,0,0,0
2023-06,세종특별자치시,반곡동,37,5.18민주유공자,5·18희생자,0,0,0
2023-06,세종특별자치시,반곡동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,반곡동,39,특수임무유공자,특수임무부상자,2,2,0
2023-06,세종특별자치시,반곡동,40,특수임무유공자,특수임무공로자,0,0,0
2023-06,세종특별자치시,반곡동,41,중·장기복무제대군인,중·장기복무제대군인,75,75,0
2023-06,세종특별자치시,보람동,1,순국선열,건국훈장,0,0,0
2023-06,세종특별자치시,보람동,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,보람동,3,순국선열,대통령표창,0,0,0
2023-06,세종특별자치시,보람동,4,애국지사,건국훈장,0,0,0
2023-06,세종특별자치시,보람동,5,애국지사,건국포장,0,0,0
2023-06,세종특별자치시,보람동,6,애국지사,대통령표창,0,0,0
2023-06,세종특별자치시,보람동,7,전몰·전상·순직·공상군경,전몰군경,6,0,6
2023-06,세종특별자치시,보람동,8,전몰·전상·순직·공상군경,전상군경,22,9,13
2023-06,세종특별자치시,보람동,9,전몰·전상·순직·공상군경,순직군경,5,0,5
2023-06,세종특별자치시,보람동,10,전몰·전상·순직·공상군경,공상군경,22,20,2
2023-06,세종특별자치시,보람동,11,고엽제후유증,고엽제후유증,16,10,6
2023-06,세종특별자치시,보람동,12,무공수훈자,무공수훈자,17,3,14
2023-06,세종특별자치시,보람동,13,보국수훈자,보국수훈자,38,35,3
2023-06,세종특별자치시,보람동,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,보람동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,보람동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,보람동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,보람동,18,순직·공상공무원,순직공무원,3,0,3
2023-06,세종특별자치시,보람동,19,순직·공상공무원,공상공무원,2,2,0
2023-06,세종특별자치시,보람동,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,보람동,21,6·18자유상이자,6·18자유상이자,0,0,0
2023-06,세종특별자치시,보람동,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,보람동,23,지원대상자,지원공상군경,1,1,0
2023-06,세종특별자치시,보람동,24,지원대상자,지원순직공무원,0,0,0
2023-06,세종특별자치시,보람동,25,지원대상자,지원공상공무원,0,0,0
2023-06,세종특별자치시,보람동,26,보훈보상대상자,재해사망군경,1,0,1
2023-06,세종특별자치시,보람동,27,보훈보상대상자,재해부상군경,4,4,0
2023-06,세종특별자치시,보람동,28,보훈보상대상자,재해사망공무원,0,0,0
2023-06,세종특별자치시,보람동,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,보람동,30,참전유공자,6·25전쟁,1,1,0
2023-06,세종특별자치시,보람동,31,참전유공자,월남전쟁,26,26,0
2023-06,세종특별자치시,보람동,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,보람동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,10,10,0
2023-06,세종특별자치시,보람동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,보람동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,보람동,36,5.18민주유공자,5·18부상자,0,0,0
2023-06,세종특별자치시,보람동,37,5.18민주유공자,5·18희생자,1,1,0
2023-06,세종특별자치시,보람동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,보람동,39,특수임무유공자,특수임무부상자,0,0,0
2023-06,세종특별자치시,보람동,40,특수임무유공자,특수임무공로자,0,0,0
2023-06,세종특별자치시,보람동,41,중·장기복무제대군인,중·장기복무제대군인,101,101,0
2023-06,세종특별자치시,부강면,1,순국선열,건국훈장,0,0,0
2023-06,세종특별자치시,부강면,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,부강면,3,순국선열,대통령표창,0,0,0
2023-06,세종특별자치시,부강면,4,애국지사,건국훈장,0,0,0
2023-06,세종특별자치시,부강면,5,애국지사,건국포장,0,0,0
2023-06,세종특별자치시,부강면,6,애국지사,대통령표창,1,0,1
2023-06,세종특별자치시,부강면,7,전몰·전상·순직·공상군경,전몰군경,3,0,3
2023-06,세종특별자치시,부강면,8,전몰·전상·순직·공상군경,전상군경,20,8,12
2023-06,세종특별자치시,부강면,9,전몰·전상·순직·공상군경,순직군경,3,0,3
2023-06,세종특별자치시,부강면,10,전몰·전상·순직·공상군경,공상군경,9,8,1
2023-06,세종특별자치시,부강면,11,고엽제후유증,고엽제후유증,8,6,2
2023-06,세종특별자치시,부강면,12,무공수훈자,무공수훈자,11,1,10
2023-06,세종특별자치시,부강면,13,보국수훈자,보국수훈자,6,6,0
2023-06,세종특별자치시,부강면,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,부강면,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,부강면,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,부강면,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,부강면,18,순직·공상공무원,순직공무원,1,0,1
2023-06,세종특별자치시,부강면,19,순직·공상공무원,공상공무원,2,1,1
2023-06,세종특별자치시,부강면,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,부강면,21,6·18자유상이자,6·18자유상이자,0,0,0
2023-06,세종특별자치시,부강면,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,부강면,23,지원대상자,지원공상군경,0,0,0
2023-06,세종특별자치시,부강면,24,지원대상자,지원순직공무원,0,0,0
2023-06,세종특별자치시,부강면,25,지원대상자,지원공상공무원,0,0,0
2023-06,세종특별자치시,부강면,26,보훈보상대상자,재해사망군경,1,0,1
2023-06,세종특별자치시,부강면,27,보훈보상대상자,재해부상군경,2,2,0
2023-06,세종특별자치시,부강면,28,보훈보상대상자,재해사망공무원,0,0,0
2023-06,세종특별자치시,부강면,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,부강면,30,참전유공자,6·25전쟁,8,8,0
2023-06,세종특별자치시,부강면,31,참전유공자,월남전쟁,28,28,0
2023-06,세종특별자치시,부강면,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,부강면,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,8,8,0
2023-06,세종특별자치시,부강면,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,부강면,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,부강면,36,5.18민주유공자,5·18부상자,0,0,0
2023-06,세종특별자치시,부강면,37,5.18민주유공자,5·18희생자,0,0,0
2023-06,세종특별자치시,부강면,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,부강면,39,특수임무유공자,특수임무부상자,0,0,0
2023-06,세종특별자치시,부강면,40,특수임무유공자,특수임무공로자,1,0,1
2023-06,세종특별자치시,부강면,41,중·장기복무제대군인,중·장기복무제대군인,22,22,0
2023-06,세종특별자치시,새롬동,1,순국선열,건국훈장,1,0,1
2023-06,세종특별자치시,새롬동,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,새롬동,3,순국선열,대통령표창,0,0,0
2023-06,세종특별자치시,새롬동,4,애국지사,건국훈장,0,0,0
2023-06,세종특별자치시,새롬동,5,애국지사,건국포장,0,0,0
2023-06,세종특별자치시,새롬동,6,애국지사,대통령표창,1,0,1
2023-06,세종특별자치시,새롬동,7,전몰·전상·순직·공상군경,전몰군경,6,0,6
2023-06,세종특별자치시,새롬동,8,전몰·전상·순직·공상군경,전상군경,35,10,25
2023-06,세종특별자치시,새롬동,9,전몰·전상·순직·공상군경,순직군경,9,0,9
2023-06,세종특별자치시,새롬동,10,전몰·전상·순직·공상군경,공상군경,45,39,6
2023-06,세종특별자치시,새롬동,11,고엽제후유증,고엽제후유증,14,9,5
2023-06,세종특별자치시,새롬동,12,무공수훈자,무공수훈자,14,1,13
2023-06,세종특별자치시,새롬동,13,보국수훈자,보국수훈자,51,48,3
2023-06,세종특별자치시,새롬동,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,새롬동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,새롬동,16,4.19혁명유공자,4·19혁명부상자,1,0,1
2023-06,세종특별자치시,새롬동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,새롬동,18,순직·공상공무원,순직공무원,7,0,7
2023-06,세종특별자치시,새롬동,19,순직·공상공무원,공상공무원,5,1,4
2023-06,세종특별자치시,새롬동,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,새롬동,21,6·18자유상이자,6·18자유상이자,1,0,1
2023-06,세종특별자치시,새롬동,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,새롬동,23,지원대상자,지원공상군경,2,2,0
2023-06,세종특별자치시,새롬동,24,지원대상자,지원순직공무원,0,0,0
2023-06,세종특별자치시,새롬동,25,지원대상자,지원공상공무원,0,0,0
2023-06,세종특별자치시,새롬동,26,보훈보상대상자,재해사망군경,1,0,1
2023-06,세종특별자치시,새롬동,27,보훈보상대상자,재해부상군경,4,4,0
2023-06,세종특별자치시,새롬동,28,보훈보상대상자,재해사망공무원,0,0,0
2023-06,세종특별자치시,새롬동,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,새롬동,30,참전유공자,6·25전쟁,5,5,0
2023-06,세종특별자치시,새롬동,31,참전유공자,월남전쟁,32,32,0
2023-06,세종특별자치시,새롬동,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,새롬동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,9,9,0
2023-06,세종특별자치시,새롬동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,새롬동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,새롬동,36,5.18민주유공자,5·18부상자,0,0,0
2023-06,세종특별자치시,새롬동,37,5.18민주유공자,5·18희생자,0,0,0
2023-06,세종특별자치시,새롬동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,새롬동,39,특수임무유공자,특수임무부상자,0,0,0
2023-06,세종특별자치시,새롬동,40,특수임무유공자,특수임무공로자,1,0,1
2023-06,세종특별자치시,새롬동,41,중·장기복무제대군인,중·장기복무제대군인,130,130,0
2023-06,세종특별자치시,소담동,1,순국선열,건국훈장,0,0,0
2023-06,세종특별자치시,소담동,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,소담동,3,순국선열,대통령표창,0,0,0
2023-06,세종특별자치시,소담동,4,애국지사,건국훈장,0,0,0
2023-06,세종특별자치시,소담동,5,애국지사,건국포장,0,0,0
2023-06,세종특별자치시,소담동,6,애국지사,대통령표창,0,0,0
2023-06,세종특별자치시,소담동,7,전몰·전상·순직·공상군경,전몰군경,4,0,4
2023-06,세종특별자치시,소담동,8,전몰·전상·순직·공상군경,전상군경,34,13,21
2023-06,세종특별자치시,소담동,9,전몰·전상·순직·공상군경,순직군경,0,0,0
2023-06,세종특별자치시,소담동,10,전몰·전상·순직·공상군경,공상군경,36,34,2
2023-06,세종특별자치시,소담동,11,고엽제후유증,고엽제후유증,12,8,4
2023-06,세종특별자치시,소담동,12,무공수훈자,무공수훈자,13,0,13
2023-06,세종특별자치시,소담동,13,보국수훈자,보국수훈자,36,36,0
2023-06,세종특별자치시,소담동,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,소담동,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,소담동,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,소담동,17,4.19혁명유공자,4·19혁명공로자,0,0,0
2023-06,세종특별자치시,소담동,18,순직·공상공무원,순직공무원,5,0,5
2023-06,세종특별자치시,소담동,19,순직·공상공무원,공상공무원,3,2,1
2023-06,세종특별자치시,소담동,20,특별공로(순직)자,특별공로순직자,0,0,0
2023-06,세종특별자치시,소담동,21,6·18자유상이자,6·18자유상이자,0,0,0
2023-06,세종특별자치시,소담동,22,지원대상자,지원순직군경,0,0,0
2023-06,세종특별자치시,소담동,23,지원대상자,지원공상군경,1,1,0
2023-06,세종특별자치시,소담동,24,지원대상자,지원순직공무원,0,0,0
2023-06,세종특별자치시,소담동,25,지원대상자,지원공상공무원,1,1,0
2023-06,세종특별자치시,소담동,26,보훈보상대상자,재해사망군경,1,0,1
2023-06,세종특별자치시,소담동,27,보훈보상대상자,재해부상군경,3,2,1
2023-06,세종특별자치시,소담동,28,보훈보상대상자,재해사망공무원,0,0,0
2023-06,세종특별자치시,소담동,29,보훈보상대상자,재해부상공무원,0,0,0
2023-06,세종특별자치시,소담동,30,참전유공자,6·25전쟁,2,2,0
2023-06,세종특별자치시,소담동,31,참전유공자,월남전쟁,33,33,0
2023-06,세종특별자치시,소담동,32,참전유공자,6.25및월남전쟁,0,0,0
2023-06,세종특별자치시,소담동,33,고엽제후유의증·고엽제후유증2세,고엽제후유의증,7,7,0
2023-06,세종특별자치시,소담동,34,고엽제후유의증·고엽제후유증2세,고엽제후유증2세,0,0,0
2023-06,세종특별자치시,소담동,35,5.18민주유공자,5·18사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,소담동,36,5.18민주유공자,5·18부상자,1,1,0
2023-06,세종특별자치시,소담동,37,5.18민주유공자,5·18희생자,0,0,0
2023-06,세종특별자치시,소담동,38,특수임무유공자,특수임무사망자 또는 행불자,0,0,0
2023-06,세종특별자치시,소담동,39,특수임무유공자,특수임무부상자,0,0,0
2023-06,세종특별자치시,소담동,40,특수임무유공자,특수임무공로자,2,2,0
2023-06,세종특별자치시,소담동,41,중·장기복무제대군인,중·장기복무제대군인,113,113,0
2023-06,세종특별자치시,소정면,1,순국선열,건국훈장,0,0,0
2023-06,세종특별자치시,소정면,2,순국선열,건국포장,0,0,0
2023-06,세종특별자치시,소정면,3,순국선열,대통령표창,0,0,0
2023-06,세종특별자치시,소정면,4,애국지사,건국훈장,0,0,0
2023-06,세종특별자치시,소정면,5,애국지사,건국포장,0,0,0
2023-06,세종특별자치시,소정면,6,애국지사,대통령표창,0,0,0
2023-06,세종특별자치시,소정면,7,전몰·전상·순직·공상군경,전몰군경,1,0,1
2023-06,세종특별자치시,소정면,8,전몰·전상·순직·공상군경,전상군경,9,4,5
2023-06,세종특별자치시,소정면,9,전몰·전상·순직·공상군경,순직군경,0,0,0
2023-06,세종특별자치시,소정면,10,전몰·전상·순직·공상군경,공상군경,4,3,1
2023-06,세종특별자치시,소정면,11,고엽제후유증,고엽제후유증,4,2,2
2023-06,세종특별자치시,소정면,12,무공수훈자,무공수훈자,9,2,7
2023-06,세종특별자치시,소정면,13,보국수훈자,보국수훈자,2,1,1
2023-06,세종특별자치시,소정면,14,재일학도의용군인,재일학도의용군인,0,0,0
2023-06,세종특별자치시,소정면,15,4.19혁명유공자,4·19혁명사망자,0,0,0
2023-06,세종특별자치시,소정면,16,4.19혁명유공자,4·19혁명부상자,0,0,0
2023-06,세종특별자치시,소정면,17,4.19혁명유공자,4·19혁명공로자,0,0,0
